Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Start Date,Start Year,Completion Date (B1),Completion Date,Duration,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1706,,Office Environment - Managed Print Services: Planning,2012-06-15T00:00:00Z,2012,2012-12-14T00:00:00Z,2012,182,,,0.743556,0,0,0,0,0.743556,0.743556,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-13
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1707,,Office Environment - Alternative Network Connectivity: Planning,2012-06-15T00:00:00Z,2012,2012-12-14T00:00:00Z,2012,182,,,0.005408,0,0,0,0,0.005408,0.005408,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-15
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1708,,Office Environment - Alternative Network Connectivity: Acquisition,2012-01-08T00:00:00Z,2012,2013-01-31T00:00:00Z,2013,389,,,0.048669,0,0,0,0,0.048669,0.048669,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-16
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1709,,Office Environment - Network Device Refresh: Planning,2012-06-15T00:00:00Z,2012,2012-12-14T00:00:00Z,2012,182,,,2.858292,0,0,0,0,2.858292,2.858292,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-17
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1710,,Office Environment - Network Device Refresh: Acquisition - Phase 1,2012-06-15T00:00:00Z,2012,2012-12-31T00:00:00Z,2012,199,,,12.659379,0,0,0,0,12.659379,12.659379,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-18
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1711,,Office Environment - Optimized Telephony: Planning,2012-06-15T00:00:00Z,2012,2012-12-14T00:00:00Z,2012,182,,,0.636808,0,0,0,0,0.636808,0.636808,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-22
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1712,,Office Environment - Optimized Telephony: Acquisition - Phase 1,2012-08-15T00:00:00Z,2012,2013-01-31T00:00:00Z,2013,169,,,2.947186,0,0,0,0,2.947186,2.947186,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-23
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1713,,Office Environment - Domain Controller Refresh: Acquisition,2012-01-08T00:00:00Z,2012,2013-01-31T00:00:00Z,2013,389,,,2.595686,0,0,0,0,2.595686,2.595686,2012-01-30T00:00:00Z,1970-01-01T11:12:22Z,OCE-OF-26
005-000000064,246,5,Department of Agriculture,RMA-01  Financial Management Systems (FMS),1657,,"Hosting Apportionment, maintenance and software fixes",2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,1947,0,0,-0.5,-0.03,1947,1947.5,2012-01-08T00:00:00Z,1970-01-01T13:23:39Z,FMS-01
005-000000067,247,5,Department of Agriculture,RMA-02  Corporate Insurance Information Systems (CIIS),1665,,CIIS Hosting Maintenance and Operations,2010-01-10T00:00:00Z,2010,2012-09-30T00:00:00Z,2012,993,,,6119,0,0,1.4E-4,0,6119,6118.99986,2012-01-08T00:00:00Z,1970-01-01T13:23:42Z,CIIS-04
005-000001430,248,5,Department of Agriculture,"RMA-04  Infrastructure Modernization, Support and Training (IMST)",2938,,FY12 Infrastructure Operations and Maintenance,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,3805,0,0,-155.74994,-4.27,3649.24997,3804.99991,2012-01-08T00:00:00Z,1970-01-01T13:23:45Z,FY12-OM
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1714,,ITM Phase 3 Develop. New_11,2011-01-08T00:00:00Z,2011,2011-09-30T00:00:00Z,2011,264,,,0.813,-336,-560,0,0,0.813,0.813,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY11Ph3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1715,,2012 support service maint_12A,2011-01-10T00:00:00Z,2011,2012-03-30T00:00:00Z,2012,444,,,1.728,-154,-85.08,0,0,1.728,1.728,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY12AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1716,,ITM Phase 3 Develop. New_12A,2011-01-10T00:00:00Z,2011,2012-03-30T00:00:00Z,2012,444,,,1.9,-154,-85.08,0,0,1.9,1.9,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY12APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1717,,2012 support service maint_12B,2012-01-04T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,269,,,1.728,0,0,0,0,1.728,1.728,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY12BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1718,,ITM Phase 3 Develop. New_12B,2012-01-04T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,269,,,1.9,0,0,0,0,1.9,1.9,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY12BPh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1719,,2013 support service maint_13A,2012-01-10T00:00:00Z,2012,2013-03-30T00:00:00Z,2013,445,,,5.303,0,0,0,0,5.303,5.303,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY13AMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1720,,ITM Phase 3 Develop. New_13A,2012-01-10T00:00:00Z,2012,2013-03-30T00:00:00Z,2013,445,,,1.9,0,0,0,0,1.9,1.9,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY13APh3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1721,,2013 support service maint_13B,2013-01-04T00:00:00Z,2013,2013-09-30T00:00:00Z,2013,268,,,5.303,0,0,0,0,5.303,5.303,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY13BMaint
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1722,,ITM Phase 3 Develop. New_13B,2013-01-04T00:00:00Z,2013,2013-09-30T00:00:00Z,2013,268,,,1.9,0,0,0,0,1.9,1.9,2011-09-23T00:00:00Z,1970-01-01T15:57:23Z,FY13BPh3
005-000000028,250,5,Department of Agriculture,ROSS - Resource Ordering and Status System,1114,,ROSS Operations and Maintenance (O&M),2011-01-10T00:00:00Z,2011,2015-09-30T00:00:00Z,2015,1723,,,8.127961,0,0,0.082498,1.01,8.127961,8.045463,2012-05-31T00:00:00Z,1970-01-01T14:22:14Z,1
005-000000027,251,5,Department of Agriculture,Store Tracking and Redemption System (STARS),1116,,STARS Operations and Maintenance,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,5.470009,0,0,1.02E-4,0,5.470008,5.469906,2012-01-08T00:00:00Z,1970-01-01T13:36:04Z,FNS27OM12
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1747,,eAuth Modernization,2011-04-01T00:00:00Z,2011,2012-04-27T00:00:00Z,2012,392,2012-04-27T00:00:00Z,2012-07-17T00:00:00Z,3,-81,-16.98,4.0E-4,0.01,2.8474,2.847,2012-01-08T00:00:00Z,1970-01-01T13:36:07Z,EA-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1748,,EEMS IDM Readiness,2010-03-09T00:00:00Z,2010,2011-10-30T00:00:00Z,2011,599,2011-10-13T00:00:00Z,2011-10-13T00:00:00Z,0.07,-323,-323,-5.0E-4,-0.86,0.058,0.0585,2012-02-07T00:00:00Z,1970-01-01T06:27:17Z,EE-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1749,,ePACS: PIV-A,2011-01-10T00:00:00Z,2011,2012-07-31T00:00:00Z,2012,567,2011-12-15T00:00:00Z,2011-12-15T00:00:00Z,0.9,0,0,0,0,0.891,0.891,2012-02-07T00:00:00Z,1970-01-01T06:27:17Z,EP-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1750,,ePACS: EEMS Integration,2012-01-01T00:00:00Z,2012,2012-03-31T00:00:00Z,2012,89,,,0.03,-185,-318.97,0,0,0.03,0.03,2012-02-07T00:00:00Z,1970-01-01T06:27:17Z,EP-002
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1752,,ePACS: Visitor Management Solution,2012-01-01T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,272,,,0.256,-62,-34.25,0,0,0.256,0.256,2012-02-07T00:00:00Z,1970-01-01T06:27:17Z,EP-004
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1753,,Person Model Readiness,2010-01-09T00:00:00Z,2010,2011-01-12T00:00:00Z,2011,368,2011-06-10T00:00:00Z,2011-10-21T00:00:00Z,0.225,-15,-30.61,-0.0020,-5.26,0.038,0.04,2012-02-29T00:00:00Z,1970-01-01T10:04:16Z,H-001
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1754,,FY11-Q1 O&amp;M,2010-01-10T00:00:00Z,2010,2010-12-31T00:00:00Z,2010,355,2010-12-30T00:00:00Z,2010-12-29T00:00:00Z,4.407,1,1.11,0.097,2.2,4.407,4.31,2012-02-29T00:00:00Z,1970-01-01T10:04:16Z,OM-FY11-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1755,,FY11-Q2 O&amp;M,2011-01-01T00:00:00Z,2011,2011-03-31T00:00:00Z,2011,88,2011-03-30T00:00:00Z,2011-03-30T00:00:00Z,4.407,0,0,0.099,2.25,4.407,4.308,2012-02-29T00:00:00Z,1970-01-01T10:04:16Z,OM-FY11-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1756,,FY11-Q3 O&amp;M,2011-01-04T00:00:00Z,2011,2011-06-30T00:00:00Z,2011,176,2011-06-30T00:00:00Z,2011-06-30T00:00:00Z,4.407,0,0,0.066,1.5,4.407,4.341,2012-02-29T00:00:00Z,1970-01-01T10:04:16Z,OM-FY11-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1757,,FY11-Q4 O&amp;M,2011-01-07T00:00:00Z,2011,2011-09-30T00:00:00Z,2011,265,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,4.407,0,0,0,0,4.407,4.407,2012-02-29T00:00:00Z,1970-01-01T10:04:16Z,OM-FY11-04
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1758,,FY12-Q1 O&amp;M,2011-01-10T00:00:00Z,2011,2011-12-31T00:00:00Z,2011,355,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,3.3034,0,0,0,0,3.3034,3.3034,2012-02-29T00:00:00Z,1970-01-01T10:04:17Z,OM-FY12-01
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1759,,FY12-Q2 O&amp;M,2012-01-01T00:00:00Z,2012,2012-03-31T00:00:00Z,2012,89,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,3.3034,0,0,0,0,3.3034,3.3034,2012-05-31T00:00:00Z,1970-01-01T14:22:20Z,OM-FY12-02
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1760,,FY12-Q3 O&amp;M,2012-01-04T00:00:00Z,2012,2012-06-30T00:00:00Z,2012,177,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,3.3034,0,0,0,0,3.3034,3.3034,2012-01-08T00:00:00Z,1970-01-01T13:36:06Z,OM-FY12-03
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,1761,,FY12-Q4 O&amp;M,2012-01-07T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,266,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,3.3034,0,0,0,0,3.3034,3.3034,2012-01-08T00:00:00Z,1970-01-01T13:36:06Z,OM-FY12-04
005-000002224,252,5,Department of Agriculture,USDA Identity &amp; Access Management,2961,,PKI 2.0,2011-01-11T00:00:00Z,2011,2012-03-30T00:00:00Z,2012,443,2012-03-16T00:00:00Z,2012-03-16T00:00:00Z,0.25,0,0,0,0,0.123,0.123,2012-05-31T00:00:00Z,1970-01-01T14:22:20Z,PKI-2
005-000000018,253,5,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),659,,FY12 Operations,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,25.468195,0,0,25.468195,100,25.468195,0,2012-05-31T00:00:00Z,1970-01-01T15:23:08Z,FY12-01
005-000000018,253,5,Department of Agriculture,Web-Based Supply Chain Management (WBSCM),660,,FY12 Business Assessment,2011-01-11T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,627,,,2,0,0,2,100,2,0,2012-05-31T00:00:00Z,1970-01-01T15:23:08Z,FY12-02
005-000001742,254,5,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1396,,FY12 Common Solutions,2011-09-22T00:00:00Z,2011,2012-09-21T00:00:00Z,2012,365,,,1.22028,0,0,0.01599,1.31,1.22028,1.20429,2012-01-08T00:00:00Z,1970-01-01T13:22:16Z,FY12 CITSO
005-000001742,254,5,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1397,,FY12 Enterprise Architecture,2011-09-22T00:00:00Z,2011,2012-09-21T00:00:00Z,2012,365,,,4.707543,0,0,0.084819,1.8,4.70754,4.622721,2012-01-08T00:00:00Z,1970-01-01T13:22:16Z,FY12 EA
005-000001742,254,5,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1398,,FY12 FTE Resources,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,4.282884,0,0,0,0,4.282884,4.282884,2012-01-08T00:00:00Z,1970-01-01T13:22:16Z,FY12 FTE
005-000001742,254,5,Department of Agriculture,"FSA Architecture, SDLC and Common IT Solutions  #0109",1399,,FY12 Program Management,2011-09-14T00:00:00Z,2011,2012-09-13T00:00:00Z,2012,365,,,2.149643,0,0,0.008668,0.4,2.149643,2.140975,2012-01-08T00:00:00Z,1970-01-01T13:22:16Z,FY12 PMO
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1653,,NAIP 2011,2010-01-10T00:00:00Z,2010,2012-10-31T00:00:00Z,2012,1025,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z,17.35,0,0,4,24.35,16.43,12.43,2012-02-28T00:00:00Z,1970-01-01T14:24:21Z,1
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1654,,NAIP 2012,2011-03-10T00:00:00Z,2011,2013-10-31T00:00:00Z,2013,966,,,17.35,0,0,0.92,100,0.92,0,2012-05-31T00:00:00Z,1970-01-01T14:21:22Z,2
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1655,,Support Services 2011,2010-01-12T00:00:00Z,2010,2011-11-30T00:00:00Z,2011,687,2011-11-30T00:00:00Z,2011-11-30T00:00:00Z,2.2,0,0,0.07145,3.25,2.2,2.12855,2012-02-28T00:00:00Z,1970-01-01T14:24:21Z,3
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1656,,Support Services 2012,2011-01-12T00:00:00Z,2011,2012-11-30T00:00:00Z,2012,688,2012-11-30T00:00:00Z,2012-11-30T00:00:00Z,2.4,0,0,2.4,100,2.4,0,2012-06-30T00:00:00Z,1970-01-01T14:57:55Z,4
005-000002276,369,5,Department of Agriculture,Enterprise Human Capital Management (EHCM),1738,,Maintenance,2011-01-10T00:00:00Z,2011,2012-01-04T00:00:00Z,2012,359,2012-01-04T00:00:00Z,2012-10-31T00:00:00Z,10.301119,-213,-116.39,5.3568,69.77,7.6778,2.321,2012-06-30T00:00:00Z,1970-01-01T15:25:47Z,1
005-000002276,369,5,Department of Agriculture,Enterprise Human Capital Management (EHCM),1739,,Maintenance2,2012-01-10T00:00:00Z,2012,2013-01-04T00:00:00Z,2013,360,,,9.765558,0,0,5.972644,70.79,8.437644,2.465,2012-06-30T00:00:00Z,1970-01-01T15:25:47Z,2
005-000000073,393,5,Department of Agriculture,AgPRS - USDA Public Safety Land Mobile Radio System,1646,,AgPRS Life Cycle Replacement Project,2011-03-10T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,567,,,18.4645,0,0,0.36,3.33,10.8098,10.4498,2012-06-30T00:00:00Z,1970-01-01T14:56:42Z,1
005-000000073,393,5,Department of Agriculture,AgPRS - USDA Public Safety Land Mobile Radio System,1647,,AgPRS Operations and Maintenance Project,2011-03-10T00:00:00Z,2011,2012-09-28T00:00:00Z,2012,567,,,21.611,0,0,0.13575,2.95,4.6095,4.47375,2012-06-30T00:00:00Z,1970-01-01T14:56:42Z,2
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1764,,SR 20115337 Cloud Services,2011-01-06T00:00:00Z,2011,2012-10-19T00:00:00Z,2012,651,,,0.55,-382,-2247.06,0,0,0.4,0.4,2012-01-08T00:00:00Z,1970-01-01T13:22:38Z,5
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1765,,SR 20092856 DOI - USDA FS Access Authentication,2009-06-01T00:00:00Z,2009,2017-12-14T00:00:00Z,2017,3118,2010-11-06T00:00:00Z,2010-01-09T00:00:00Z,0.9,-812,-339.75,0,0,300.6,300.6,2011-10-31T00:00:00Z,1970-01-01T13:10:21Z,7
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,1766,,SR 20115259 Linc Pass 2 Factor Identification,2011-02-15T00:00:00Z,2011,2013-01-15T00:00:00Z,2013,700,,,0.8,-336,-300,0,0,300.5,300.5,2011-10-31T00:00:00Z,1970-01-01T13:10:21Z,9
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2829,,SR 20093089 Telecommunications Ordering Project,2010-12-04T00:00:00Z,2010,2012-07-30T00:00:00Z,2012,603,2012-06-22T00:00:00Z,2012-06-22T00:00:00Z,0.14,-70,-8.73,0,0,0.14,0.14,2012-06-30T00:00:00Z,1970-01-01T14:57:50Z,1
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2830,,SR 20104088 Server Virtualization,2010-06-08T00:00:00Z,2010,2012-01-06T00:00:00Z,2012,577,2012-01-06T00:00:00Z,2012-01-06T00:00:00Z,0.32,-91,-13.68,0,0,0.15,0.15,2012-01-08T00:00:00Z,1970-01-01T13:22:38Z,2
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2831,,SR 20115333 gEMS Domino Application Migration,2011-04-29T00:00:00Z,2011,2013-12-31T00:00:00Z,2013,977,2012-10-23T00:00:00Z,2012-10-23T00:00:00Z,0.27,0,0,0,0,0.3,0.3,2012-01-08T00:00:00Z,1970-01-01T13:22:38Z,3
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2832,,SR 20115292 Disaster Recovery Investigation,2011-06-30T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,458,2012-11-19T00:00:00Z,2012-11-19T00:00:00Z,0.75,0,0,0,0,0.5,0.5,2012-01-08T00:00:00Z,1970-01-01T13:22:38Z,4
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2833,,SR 20071820 Data Center Initiative Migration,2007-01-06T00:00:00Z,2007,2012-04-04T00:00:00Z,2012,1914,2012-01-04T00:00:00Z,2012-01-04T00:00:00Z,0.5,-152,-8.61,0,0,0.5,0.5,2011-10-31T00:00:00Z,1970-01-01T13:03:22Z,6
005-000000098,394,5,Department of Agriculture,Forest Service Computer Base,2834,,SR 20071820 Network upgrade for Data Center Initiative,2009-02-03T00:00:00Z,2009,2012-01-05T00:00:00Z,2012,1066,2012-02-04T00:00:00Z,2012-02-04T00:00:00Z,0.1,-151,-13.4,0,0,0.1,0.1,2012-06-30T00:00:00Z,1970-01-01T14:57:51Z,8
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1946,,CLP PMO Support and Documentation,2010-04-01T00:00:00Z,2010,2024-09-30T00:00:00Z,2024,5296,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,214.054,0,0,0.131727,0.55,23.764871,23.633144,2012-05-31T00:00:00Z,1970-01-01T16:34:50Z,10
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1947,,Next Generation Originations Solution,2010-09-30T00:00:00Z,2010,2015-09-28T00:00:00Z,2015,1824,,,14.836,0,0,0.114469,4.47,2.56082,2.446351,2012-06-30T00:00:00Z,1970-01-01T14:56:49Z,100
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1948,,PLAS Retirement,2010-07-14T00:00:00Z,2010,2015-09-06T00:00:00Z,2015,1880,,,4.92,0,0,0.016782,1.82,0.922544,0.905762,2012-05-31T00:00:00Z,1970-01-01T16:34:50Z,110
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1949,,Supporting Application Modernization,2010-04-01T00:00:00Z,2010,2015-07-31T00:00:00Z,2015,1947,,,11.272,0,0,0.033736,1.18,2.867141,2.833405,2012-05-31T00:00:00Z,1970-01-01T17:18:32Z,120
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1950,,Penetration Testing,2011-01-04T00:00:00Z,2011,2013-03-29T00:00:00Z,2013,815,2011-09-23T00:00:00Z,2011-09-23T00:00:00Z,1.505,0,0,0,0,0.498987,0.498987,2012-05-31T00:00:00Z,1970-01-01T16:34:50Z,130
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1951,,Web Portal,2010-02-08T00:00:00Z,2010,2014-09-30T00:00:00Z,2014,1694,,,2.211,0,0,0,0,0.5,0.5,2012-05-31T00:00:00Z,1970-01-01T16:34:50Z,150
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1952,,Integration/Service Oriented Architecture,2010-01-11T00:00:00Z,2010,2014-07-31T00:00:00Z,2014,1661,,,4.004,0,0,0,0,1.7125,1.7125,2012-03-30T00:00:00Z,1970-01-01T07:07:58Z,160
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1953,,Data Warehouse/Financial Reporting,2010-01-07T00:00:00Z,2010,2013-07-19T00:00:00Z,2013,1288,,,1.732,0,0,0.031678,3.17,0.999167,0.967489,2012-01-08T00:00:00Z,1970-01-01T13:21:20Z,170
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1954,,CLP Integration,2010-08-31T00:00:00Z,2010,2011-10-10T00:00:00Z,2011,405,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,4.801,0,0,0.05424,2.17,2.495101,2.440861,2012-03-30T00:00:00Z,1970-01-01T07:07:58Z,40
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1955,,AMAS Retirement,2010-08-30T00:00:00Z,2010,2014-02-25T00:00:00Z,2014,1275,,,2.545,0,0,0,0,0.44,0.44,2012-03-30T00:00:00Z,1970-01-01T07:07:58Z,50
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1956,,CLP Maintenance,2010-01-10T00:00:00Z,2010,2024-09-30T00:00:00Z,2024,5376,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,330.006,0,0,0,0,27.728684,27.728684,2012-03-30T00:00:00Z,1970-01-01T07:07:58Z,500
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1957,,Commercial Loan Servicing System,2010-07-19T00:00:00Z,2010,2015-09-29T00:00:00Z,2015,1898,,,10.028,0,0,-0.533122,-14.72,3.621126,4.154248,2012-01-08T00:00:00Z,1970-01-01T13:21:20Z,60
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1958,,CLP Tabular Data Warehouse,2010-01-09T00:00:00Z,2010,2014-07-25T00:00:00Z,2014,1657,,,5.474,0,0,-5.276615,-165.59,3.186588,8.463203,2012-01-08T00:00:00Z,1970-01-01T13:21:20Z,70
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1959,,Geospatial Information System,2010-02-26T00:00:00Z,2010,2014-12-03T00:00:00Z,2014,1741,,,11.13,0,0,0.084248,1.55,5.421781,5.337533,2012-06-30T00:00:00Z,1970-01-01T14:56:49Z,80
005-000002317,832,5,Department of Agriculture,Comprehensive Loan Program,1960,,GLS Modernization,2010-01-06T00:00:00Z,2010,2014-01-05T00:00:00Z,2014,1460,,,8.649,0,0,-0.00419,-0.13,3.212212,3.216402,2012-01-08T00:00:00Z,1970-01-01T13:21:20Z,90
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1741,,DWDS,2011-07-18T00:00:00Z,2011,2012-07-17T00:00:00Z,2012,365,2012-07-17T00:00:00Z,2012-07-17T00:00:00Z,3.795235,-45,-12.33,0.126131,3.32,3.795235,3.669104,2012-01-08T00:00:00Z,1970-01-01T13:21:56Z,FY11DWDS
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1742,,EIMTS,2011-09-30T00:00:00Z,2011,2012-09-29T00:00:00Z,2012,365,,,2.3252,0,0,0.212873,9.16,2.3252,2.112327,2012-01-08T00:00:00Z,1970-01-01T13:21:56Z,FY11EIMTS
005-000002340,841,5,Department of Agriculture,Enterprise Information Management (EIM) #119,1743,,FMRS,2011-01-07T00:00:00Z,2011,2011-12-31T00:00:00Z,2011,358,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,0.670791,0,0,0.007382,1.1,0.670791,0.663409,2012-02-28T00:00:00Z,1970-01-01T14:16:51Z,FY11FMRS
